"Таблица","№","Поле","Тип","Описание"
sys_obj_type,7,is_hierarchy,smallint,"Иерархический тип, SysTypeAttrEffective{} AbstractAttrEffective{id=105076, ident='SYS_OBJ_TYPE_IS_HIERARCHY'}"
sys_obj_type,8,is_system,smallint,"Системный объект, SysTypeAttrEffective{} AbstractAttrEffective{id=105077, ident='SYS_OBJ_TYPE_IS_SYSTEM'}"
sys_obj_type,9,type_id,bigint,"Тип объекта, SysTypeAttrEffective{} AbstractAttrEffective{id=101005, ident='TYPE_ID'}"
sys_obj_type,10,org_id,bigint,"Подразделение, SysTypeAttrEffective{} AbstractAttrEffective{id=101007, ident='ORG_ID'}"
sys_obj_type,11,status,smallint,"Статус, SysTypeAttrEffective{} AbstractAttrEffective{id=101006, ident='STATUS'}"
sys_obj_type,12,create_date,timestamp without time zone,"Дата создания, SysTypeAttrEffective{} AbstractAttrEffective{id=101004, ident='CREATE_DATE'}"
sys_obj_type,13,user_id,bigint,"Пользователь, SysTypeAttrEffective{} AbstractAttrEffective{id=101008, ident='USER_ID'}"
sys_obj_type,14,name__en,character varying,"Наименование, SysTypeAttrEffective{} AbstractAttrEffective{id=101003, ident='NAME'}, languageSchema=en"
sys_obj_type,15,name__ru,character varying,"Наименование, SysTypeAttrEffective{} AbstractAttrEffective{id=101003, ident='NAME'}, languageSchema=ru"
sys_obj_type,16,full_access_mask,bigint,"Маска полных прав доступа, SysTypeAttrEffective{} AbstractAttrEffective{id=108029, ident='SYS_OBJ_TYPE_FULL_ACCESS_MASK'}"
sys_obj_type,17,use_curmtx_rights,smallint,"Права по матрице курируемости, вместо системных, SysTypeAttrEffective{} AbstractAttrEffective{id=112075, ident='USE_CURMTX_RIGHTS'}"
sys_obj_type,18,java_handler,character varying,"Сист. обработчик, SysTypeAttrEffective{} AbstractAttrEffective{id=119605, ident='SYS_OBJ_TYPE_JAVA_HANDLER'}"
sys_obj_type,19,not_copy,smallint,"Не копировать, SysTypeAttrEffective{} AbstractAttrEffective{id=160716, ident='SYS_OBJECT_DO_NOT_COPY'}"
sys_obj_type,20,created_emp_id,bigint,"Сотрудник, создавший объект, SysTypeAttrEffective{} AbstractAttrEffective{id=101011, ident='CREATED_EMP_ID'}"
sys_obj_type,21,last_modified_user_id,bigint,"Пользователь, кто последним изменил, SysTypeAttrEffective{} AbstractAttrEffective{id=101010, ident='LAST_MODIFIED_USER_ID'}"
sys_obj_type,22,last_modified_emp_id,bigint,"Сотрудник, кто последним изменил, SysTypeAttrEffective{} AbstractAttrEffective{id=101012, ident='LAST_MODIFIED_EMP_ID'}"
sys_obj_type,23,last_modified_date,timestamp without time zone,"Дата последнего изменения, SysTypeAttrEffective{} AbstractAttrEffective{id=101009, ident='LAST_MODIFIED_DATE'}"
sys_obj_type,24,obj_type_attr_id,bigint,"Атрибут иерархии, SysTypeAttrEffective{} AbstractAttrEffective{id=129163, ident='SYS_OBJ_TYPE_HIER_ATTR_ID'}"
sys_obj_type,25,is_time_depended,smallint,"Атрибуты могут зависеть от времени, SysTypeAttrEffective{} AbstractAttrEffective{id=124834, ident='IS_TIME_DEPENDED'}"
sys_obj_type,26,js_handler,character varying,"JS обработчик, SysTypeAttrEffective{} AbstractAttrEffective{id=10054, ident='SYS_OBJ_TYPE_JS_HANDLER'}"
sys_obj_type,27,is_readonly_by_default,smallint,"Открывать объекты в режиме только чтение, SysTypeAttrEffective{} AbstractAttrEffective{id=11270, ident='IS_READONLY_BY_DEFAULT'}"
sys_obj_type,28,alg_saving_id,bigint,"Жизненный цикл: перед сохранением, SysTypeAttrEffective{} AbstractAttrEffective{id=11651, ident='ALG_SAVING'}"
sys_obj_type,29,alg_saved_id,bigint,"Жизненный цикл: после сохранения, SysTypeAttrEffective{} AbstractAttrEffective{id=11666, ident='ALG_SAVED'}"
sys_obj_type,30,id_seq_name,character varying,
sys_obj_type,31,ext_types_multiselect,smallint,"Выбор нескольких расширений в рамках одного экземпляра, SysTypeAttrEffective{id=756321, ident='EXT_TYPES_MULTISELECT'}"
sys_obj_type,32,use_cache,smallint,"Использовать кэш, SysTypeAttrEffective{id=758811, ident='USE_CACHE'}"
sys_obj_type,33,hist_attr_force_create,smallint,"Принудительное создание версий исторических атрибутов, SysTypeAttrEffective{id=822891, ident='HIST_ATTR_FORCE_CREATE'}"
sys_obj_type,34,link_access_attr_id,bigint,"Атрибут для наследования прав, SysTypeAttrEffective{id=825793, ident='LINK_ACCESS_ATTR'}"
sys_obj_type,35,access_type_id,bigint,"Вид контроля прав, SysTypeAttrEffective{id=825791, ident='ACCESS_TYPE'}"
sys_obj_type,36,ext_types_widget_name,character varying,"Заголовок потенциального типа в карточке, SysTypeAttrEffective{id=835476, ident='EXT_TYPES_WIDGET_NAME'}"
sys_obj_type,37,ext_types_hide_btn,smallint,"Скрывать кнопку Расширения в карточке объекта, SysTypeAttrEffective{id=835474, ident='EXT_TYPES_HIDE_BTN'}"
sys_obj_type,38,rf_connection,bigint,Соединение с внешней БД
sys_obj_type,39,attr_with_name,bigint,Атрибут для наименования
sys_obj_type,40,alg_deleting_id,bigint,Событие перед удалением
sys_obj_type,41,display_obj_inst,bigint,Отображение экземпляра объекта
sys_obj_type,42,is_enabled_change_audit,smallint,Записывать изменения в аудит
sys_obj_type,43,allow_ignore_lifecycle,smallint,Возможно сохранение объекта без выполнения выражений/ЖЦ
sys_obj_type,44,sys_content_type_id,bigint,Тип содержимого
sys_obj_type,45,init_cache,smallint,Добавлять в кэш при инициализации
sys_obj_type,46,sys_obj_type_is_mdata,smallint,Метадата
sys_obj_type,47,note,character varying,Описание
sys_obj_type,48,note__ru,character varying,"Описание, languageSchema=ru"
sys_obj_type,49,note__en,character varying,"Описание, languageSchema=en"
sys_object,1,id,bigint,"Сист. Код, SysAttribute{id='10000', name='Сист. Код', ident='ID', isTimeDepended='false'}"
sys_object,2,name,character varying,"Наименование, SysTypeAttrEffective{} AbstractAttrEffective{id=101003, ident='NAME'}"
sys_object,3,type_id,bigint,"Тип объекта, SysTypeAttrEffective{} AbstractAttrEffective{id=101005, ident='TYPE_ID'}"
sys_object,4,org_id,bigint,"Подразделение, SysTypeAttrEffective{} AbstractAttrEffective{id=101007, ident='ORG_ID'}"
sys_object,5,status,smallint,"Сист. Статус, SysAttribute{id='10004', name='Сист. Статус', ident='STATUS', isTimeDepended='false'}"
sys_object,6,create_date,timestamp without time zone,"Дата создания, SysTypeAttrEffective{} AbstractAttrEffective{id=101004, ident='CREATE_DATE'}"
sys_object,7,user_id,bigint,"Сист. Пользователь, SysAttribute{id='10006', name='Сист. Пользователь', ident='USER_ID', isTimeDepended='false'}"
sys_object,8,name__en,character varying,"Сист. Наименование, SysAttribute{id='10001', name='Сист. Наименование', ident='NAME', isTimeDepended='false'}, languageSchema=en"
sys_object,9,name__ru,character varying,"Сист. Наименование, SysAttribute{id='10001', name='Сист. Наименование', ident='NAME', isTimeDepended='false'}, languageSchema=ru"
sys_object,10,created_emp_id,bigint,"Сотрудник, создавший объект, SysTypeAttrEffective{} AbstractAttrEffective{id=101011, ident='CREATED_EMP_ID'}"
sys_object,11,last_modified_user_id,bigint,"Пользователь, кто последним изменил, SysTypeAttrEffective{} AbstractAttrEffective{id=101010, ident='LAST_MODIFIED_USER_ID'}"
sys_object,12,last_modified_emp_id,bigint,"Сист. Сотрудник, кто последним изменил, SysAttribute{id='10040', name='Сист. Сотрудник, кто последним изменил', ident='LAST_MODIFIED_EMP_ID', isTimeDepended='false'}"
sys_object,13,last_modified_date,timestamp without time zone,"Сист. Дата последнего изменения, SysAttribute{id='10037', name='Сист. Дата последнего изменения', ident='LAST_MODIFIED_DATE', isTimeDepended='false'}"
sys_object,14,is_system,smallint,"Сист. Системный объект, SysAttribute{id='10016', name='Сист. Системный объект', ident='SYS_OBJ_TYPE_IS_SYSTEM', isTimeDepended='false'}"
sys_state,1,id,bigint,"Сист. Код, SysAttribute{id='10000', name='Сист. Код', ident='ID', isTimeDepended='false'}"
sys_state,2,name,character varying,Name
sys_state,3,create_date,timestamp without time zone,Create date
sys_state,4,type_id,bigint,Тип объекта
sys_state,5,status,smallint,Status
sys_state,6,org_id,bigint,Подразделение
sys_state,7,user_id,bigint,Пользователь
sys_state,8,afr_ident,character varying,Identifier
sys_state,9,afr_ord,bigint,Order
sys_state,10,afr_note,character varying,Description
sys_state,11,name__ru,character varying,"Name, languageSchema=ru"
sys_state,12,name__en,character varying,"Name, languageSchema=en"
sys_state,13,created_emp_id,bigint,"Сотрудник, создавший объект"
sys_state,14,last_modified_user_id,bigint,"Пользователь, внесший последние изменения"
sys_state,15,last_modified_emp_id,bigint,"Сотрудник, внесший последние изменения"
sys_state,16,last_modified_date,timestamp without time zone,Last modified date
sys_state,17,is_system,smallint,System object
tbs_type,1,id,bigint,ID
tbs_type,2,name__ru,character varying,"Name, languageSchema=ru"
tbs_type,3,name,character varying,Name
tbs_type,4,create_date,timestamp without time zone,Create date
tbs_type,5,type_id,bigint,Тип объекта
tbs_type,6,status,smallint,Status
tbs_type,7,org_id,bigint,Подразделение
tbs_type,8,user_id,bigint,Пользователь
tbs_type,9,last_modified_date,timestamp without time zone,Last modified date
tbs_type,10,last_modified_user_id,bigint,"Пользователь, внесший последние изменения"
tbs_type,11,created_emp_id,bigint,"Сотрудник, создавший объект"
tbs_type,12,last_modified_emp_id,bigint,"Сотрудник, внесший последние изменения"
tbs_type,13,is_system,smallint,System object
tbs_type,14,ord,bigint,Порядок
tbs_type,15,identif,character varying,Идентификатор
tbs_type,16,acc_subconto_type_id,bigint,Сокращенное название
tbs_type,17,name__en,character varying,"Name, languageSchema=en"
type_loan,1,id,bigint,ID
type_loan,2,name__ru,character varying,"Name, languageSchema=ru"
type_loan,3,name,character varying,Name
type_loan,4,create_date,timestamp without time zone,Create date
type_loan,5,type_id,bigint,Тип объекта
type_loan,6,status,smallint,Status
type_loan,7,org_id,bigint,Подразделение
type_loan,8,user_id,bigint,Пользователь
type_loan,9,last_modified_date,timestamp without time zone,Last modified date
type_loan,10,last_modified_user_id,bigint,"Пользователь, внесший последние изменения"
type_loan,11,created_emp_id,bigint,"Сотрудник, создавший объект"
type_loan,12,last_modified_emp_id,bigint,"Сотрудник, внесший последние изменения"
type_loan,13,is_system,smallint,System object
type_loan,14,prod_type_upp_lev_id,bigint,Не использовать! Форма продукта_верхнеуровневая
type_loan,15,ord,bigint,Порядок
type_loan,16,ident,character varying,Сист. Идентификатор
type_loan,17,rel_submis_form,smallint,Актуальность формы предоставления
type_loan,18,seq_prod_number,bigint,Порядковый номер (для нумерации субпродуктов)
type_loan,19,name__en,character varying,"Name, languageSchema=en"
users,1,id,integer,
users,2,tg_id,bigint,
users,3,username,character varying,
yaig_client_gen_agr,1,id,bigint,ID
yaig_client_gen_agr,2,name__ru,character varying,"Name, languageSchema=ru"
yaig_client_gen_agr,3,name__en,character varying,"Name, languageSchema=en"
yaig_client_gen_agr,4,name,character varying,Name
yaig_client_gen_agr,5,create_date,timestamp without time zone,Create date
yaig_client_gen_agr,6,type_id,bigint,Тип объекта
yaig_client_gen_agr,7,status,smallint,Status
yaig_client_gen_agr,8,org_id,bigint,Подразделение
yaig_client_gen_agr,9,user_id,bigint,Пользователь
yaig_client_gen_agr,10,last_modified_date,timestamp without time zone,Last modified date
yaig_client_gen_agr,11,last_modified_user_id,bigint,"Пользователь, внесший последние изменения"
yaig_client_gen_agr,12,created_emp_id,bigint,"Сотрудник, создавший объект"
yaig_client_gen_agr,13,last_modified_emp_id,bigint,"Сотрудник, внесший последние изменения"
yaig_client_gen_agr,14,is_system,smallint,System object
yaig_client_gen_agr,15,yaig_client_princip_id,bigint,УАиГ клиент
yaig_client_gen_agr,16,yaig_gen_agr_id,bigint,ID генерального соглашения
yaig_client_gen_agr,17,yaig_gen_agr_sum,numeric,Сумма генерального соглашения
yaig_client_gen_agr,18,yaig_date_close,timestamp without time zone,Дата истечения
yaig_client_gen_agr,19,yaig_date_open,timestamp without time zone,Дата подписания
yaig_client_gen_agr,20,yaig_gen_agr_num,character varying,Номер генерального соглашения
yaig_client_gen_agr,21,yaig_unused_limit,numeric,Сумма неиспользованного лимита
yaig_client_gen_agr,22,yaig_gen_agr_type_id,bigint,Тип генерального соглашения
yaig_client_gen_agr,23,yaig_cur_id,bigint,Валюта генерального соглашения
yaig_client_gen_agr,24,yaig_client_link,bigint,Ссылка на клиента
yaig_client_gen_agr,25,yaig_base_code,bigint,Код базы НА
yaig_client_guarantee,1,id,bigint,ID
yaig_client_guarantee,2,name__ru,character varying,"Name, languageSchema=ru"
yaig_client_guarantee,3,name__en,character varying,"Name, languageSchema=en"
yaig_client_guarantee,4,name,character varying,Name
yaig_client_guarantee,5,create_date,timestamp without time zone,Create date
yaig_client_guarantee,6,type_id,bigint,Тип объекта
yaig_client_guarantee,7,status,smallint,Status
yaig_client_guarantee,8,org_id,bigint,Подразделение
yaig_client_guarantee,9,user_id,bigint,Пользователь
yaig_client_guarantee,10,last_modified_date,timestamp without time zone,Last modified date
yaig_client_guarantee,11,last_modified_user_id,bigint,"Пользователь, внесший последние изменения"
yaig_client_guarantee,12,created_emp_id,bigint,"Сотрудник, создавший объект"
yaig_client_guarantee,13,last_modified_emp_id,bigint,"Сотрудник, внесший последние изменения"
yaig_client_guarantee,14,is_system,smallint,System object
yaig_client_guarantee,15,yaig_client_princip_id,bigint,УАиГ клиент
yaig_client_guarantee,16,yaig_product_id,bigint,Продукт
yaig_client_guarantee,17,yaig_guar_summ,numeric,Сумма гарантии
yaig_client_guarantee,18,yaig_manager_name,character varying,Менеджер клиента
yaig_client_guarantee,19,yaig_risk_group,bigint,Группа риска
yaig_client_guarantee,20,yaig_manager_code,bigint,Табельный номер клиентского менеджера
yaig_client_guarantee,21,yaig_quality_categ,bigint,Категория качества
yaig_client_guarantee,22,yaig_guar_type_id,bigint,Тип гарантии
yaig_client_guarantee,23,yaig_prnt_gen_agr_id,bigint,Генеральное соглашение
yaig_client_guarantee,24,yaig_cur_id,bigint,Валюта гарантии
yaig_client_guarantee,25,yaig_client_link,bigint,Ссылка на клиента
yaig_client_guarantee,26,yaig_date_close,timestamp without time zone,Дата истечения гарантии
yaig_client_guarantee,27,yaig_date_open,timestamp without time zone,Дата открытия гарантии
yaig_client_guarantee,28,yaig_guar_num,character varying,Номер гарантии
yaig_client_guarantee,29,yaig_guarantee_id,bigint,ID гарантии
yaig_client_guarantee,30,yaig_sum_commis,numeric,Сумма комиссий
yaig_client_guarantee,31,yaig_manager_code_str,character varying,Табельный номер клиентского менеджера (Строка)
yaig_client_guarantee,32,yaig_guar_disclosure,timestamp without time zone,Дата раскрытия гарантии
yaig_client_guarantee,33,yaig_guar_payments_bool,smallint,Признак раскрытия гарантии
yaig_client_guarantee,34,yaig_guar_payment,bigint,(Число) Признак раскрытия гарантии
yaig_client_guarantee,35,contr_group_id,bigint,Контрактная группа
yaig_client_guarantee,36,aggr_protocol_num,character varying,Номер протокола
yaig_client_guarantee,37,appl_documentum_num,character varying,Номер заявки в Documentum
yaig_client_guarantee,38,yaig_base_code,bigint,Код базы НА
yaig_product_dict,1,id,bigint,ID
yaig_product_dict,2,name__ru,character varying,"Name, languageSchema=ru"
yaig_product_dict,3,name__en,character varying,"Name, languageSchema=en"
yaig_product_dict,4,name,character varying,Name
yaig_product_dict,5,create_date,timestamp without time zone,Create date
yaig_product_dict,6,type_id,bigint,Тип объекта
yaig_product_dict,7,status,smallint,Status
yaig_product_dict,8,org_id,bigint,Подразделение
yaig_product_dict,9,user_id,bigint,Пользователь
yaig_product_dict,10,last_modified_date,timestamp without time zone,Last modified date
yaig_product_dict,11,last_modified_user_id,bigint,"Пользователь, внесший последние изменения"
yaig_product_dict,12,created_emp_id,bigint,"Сотрудник, создавший объект"
yaig_product_dict,13,last_modified_emp_id,bigint,"Сотрудник, внесший последние изменения"
yaig_product_dict,14,is_system,smallint,System object
yaig_product_dict,15,ident,character varying,Сист. Идентификатор
